ProductKey,WarehouseKey,Date,QuantityOnHand
2,10,2024-01-10,452
5,7,2024-07-19,412
2,8,2024-04-29,387
1,10,2024-07-06,500
2,9,2024-06-01,75
1,9,2024-01-16,380
4,8,2024-03-19,300
1,7,2024-02-12,425
5,10,2024-12-11,55
2,5,2024-06-12,197
5,3,2024-08-26,250
1,8,2024-05-11,292
5,8,2024-07-02,224
2,6,2024-05-18,73
3,8,2024-10-21,408
4,2,2024-11-06,302
5,1,2024-03-06,85
5,1,2024-03-23,255
1,1,2024-03-25,338
4,8,2024-04-24,464
2,5,2024-12-24,338
2,1,2024-02-03,184
5,7,2024-05-30,68
4,7,2024-12-05,350
5,9,2024-07-17,145
4,1,2024-09-16,79
4,1,2024-12-09,413
4,1,2024-09-25,335
3,10,2024-03-26,484
4,10,2024-12-04,164
2,4,2024-09-14,375
1,7,2024-09-10,315
2,7,2024-05-14,108
2,10,2024-02-09,203
3,7,2024-05-03,107
2,10,2024-05-10,119
4,4,2024-04-11,69
3,4,2024-05-21,366
1,10,2024-08-25,169
2,6,2024-08-03,416
4,4,2024-04-18,114
4,4,2024-08-11,186
2,5,2024-08-10,382
1,7,2024-03-28,165
1,1,2024-04-25,485
1,6,2024-09-04,286
4,5,2024-07-20,200
2,8,2024-01-05,492
5,2,2024-12-19,135
3,1,2024-12-13,290
5,9,2024-06-29,58
5,7,2024-05-10,326
2,10,2024-05-12,112
2,9,2024-06-18,63
3,7,2024-08-15,481
3,8,2024-09-11,104
1,7,2024-05-10,401
4,3,2024-06-22,412
3,3,2024-04-14,373
5,4,2024-08-20,210
4,1,2024-03-20,99
5,5,2024-02-14,222
2,5,2024-10-07,146
2,9,2024-06-30,432
3,10,2024-09-06,92
1,9,2024-10-29,428
4,7,2024-03-01,88
5,7,2024-09-17,388
1,5,2024-02-08,346
4,4,2024-05-28,51
3,6,2024-11-28,273
5,8,2024-10-18,191
3,9,2024-07-02,148
1,6,2024-07-09,65
1,7,2024-03-21,84
4,8,2024-02-17,86
4,2,2024-12-31,57
3,7,2024-05-04,370
3,10,2024-02-11,438
4,9,2024-01-13,359
4,4,2024-01-05,463
3,1,2024-10-23,424
2,8,2024-09-14,179
5,5,2024-12-08,180
4,9,2024-04-21,379
2,3,2024-03-01,400
4,1,2024-01-22,255
3,4,2024-09-30,405
5,5,2024-11-28,354
3,5,2024-09-05,216
2,10,2024-03-12,169
4,5,2024-11-01,313
1,7,2024-03-05,194
5,10,2024-05-31,191
2,4,2024-07-20,448
1,1,2024-05-21,358
3,9,2024-09-04,270
5,5,2024-02-25,117
3,2,2024-04-01,300
2,8,2024-11-26,231
1,9,2024-11-10,70
5,5,2024-01-20,240
5,5,2024-08-17,289
5,8,2024-08-20,128
3,10,2024-09-27,52
2,9,2024-08-01,366
4,9,2024-02-18,248
1,1,2024-07-24,435
1,4,2024-09-13,489
5,1,2024-11-23,77
1,6,2024-06-21,218
4,7,2024-02-20,457
3,4,2024-09-17,86
2,7,2024-08-02,72
1,4,2024-01-21,328
2,4,2024-09-07,427
3,4,2024-10-26,216
2,10,2024-03-08,336
4,9,2024-12-05,356
4,1,2024-11-14,450
4,9,2024-01-04,498
2,3,2024-12-18,50
3,5,2024-06-22,94
1,7,2024-05-17,93
5,6,2024-05-29,339
4,7,2024-01-04,208
5,1,2024-11-17,181
1,2,2024-01-23,401
2,5,2024-06-01,186
1,1,2024-06-28,464
4,9,2024-07-03,179
2,5,2024-01-08,123
4,8,2024-09-21,267
4,3,2024-08-08,164
1,9,2024-01-11,495
5,8,2024-08-24,168
4,9,2024-07-09,440
2,3,2024-09-13,288
1,8,2024-11-14,121
5,4,2024-12-02,329
3,9,2024-11-30,490
5,10,2024-07-16,435
2,3,2024-11-26,458
5,9,2024-08-04,479
3,10,2024-01-03,239
5,6,2024-07-21,444
1,5,2024-07-03,275
2,10,2024-01-08,412
5,8,2024-12-12,100
3,3,2024-02-05,381
5,9,2024-07-24,448
4,5,2024-10-17,265
1,10,2024-02-07,105
1,8,2024-06-24,462
4,9,2024-01-18,205
2,8,2024-10-29,438
2,3,2024-08-25,173
3,4,2024-10-10,431
1,9,2024-03-04,468
4,6,2024-09-19,390
3,5,2024-04-22,433
1,7,2024-07-02,380
3,2,2024-05-08,444
3,3,2024-04-19,469
2,4,2024-09-15,266
4,8,2024-02-27,444
2,5,2024-06-28,132
3,7,2024-11-15,122
2,9,2024-10-11,98
1,5,2024-09-07,283
4,4,2024-04-29,473
5,6,2024-12-03,315
3,10,2024-08-10,252
3,1,2024-04-19,418
3,8,2024-10-19,459
5,2,2024-06-04,112
2,6,2024-05-16,440
4,10,2024-02-07,115
3,8,2024-10-04,335
2,2,2024-01-19,136
2,9,2024-02-28,218
4,1,2024-07-30,119
2,1,2024-07-31,391
1,2,2024-05-31,292
4,6,2024-10-07,398
2,8,2024-09-03,387
3,3,2024-02-23,478
5,2,2024-04-13,326
3,10,2024-11-13,345
5,8,2024-02-13,407
5,2,2024-03-23,203
4,9,2024-11-23,426
2,7,2024-12-08,453
4,8,2024-11-29,424
3,9,2024-06-23,309
5,5,2024-11-21,75
2,5,2024-09-04,91
1,7,2024-04-14,280
3,8,2024-11-03,166
5,7,2024-11-27,223
2,7,2024-10-09,214
4,6,2024-10-16,386
4,1,2024-05-15,82
1,3,2024-01-06,404
1,8,2024-04-27,227
1,5,2024-06-11,435
4,3,2024-10-24,208
3,5,2024-11-29,449
5,5,2024-01-30,346
1,7,2024-06-23,78
2,9,2024-10-21,124
2,10,2024-11-22,160
4,1,2024-03-23,257
4,6,2024-05-13,193
1,10,2024-07-11,337
4,10,2024-01-02,270
5,4,2024-03-22,198
5,8,2024-11-30,212
3,8,2024-07-19,105
3,10,2024-03-31,486
4,10,2024-02-20,391
3,10,2024-08-20,449
1,6,2024-06-25,185
1,9,2024-02-14,463
2,10,2024-11-20,320
5,3,2024-07-08,457
2,3,2024-08-13,51
2,3,2024-03-13,409
1,3,2024-07-12,473
4,6,2024-07-30,161
4,8,2024-09-08,233
4,9,2024-04-14,469
2,10,2024-07-22,134
3,7,2024-06-11,404
4,7,2024-08-17,106
4,10,2024-05-02,217
4,3,2024-08-05,436
2,10,2024-09-24,377
1,6,2024-12-18,476
3,6,2024-07-14,116
2,8,2024-06-28,449
1,7,2024-11-04,475
5,6,2024-08-24,372
2,6,2024-07-08,167
5,9,2024-04-19,105
3,3,2024-02-26,336
3,8,2024-06-03,124
3,7,2024-12-01,145
2,9,2024-05-28,250
2,5,2024-06-21,95
2,6,2024-07-16,163
5,3,2024-05-17,122
3,3,2024-04-22,159
5,6,2024-10-23,304
5,2,2024-12-14,163
5,3,2024-07-24,454
2,2,2024-10-05,175
1,7,2024-04-21,365
4,1,2024-09-06,374
4,8,2024-05-17,498
3,3,2024-10-07,207
3,9,2024-01-18,390
4,2,2024-03-12,240
1,8,2024-02-13,363
4,10,2024-10-19,277
1,1,2024-12-10,429
4,7,2024-03-07,361
3,7,2024-04-29,441
1,9,2024-11-24,309
1,8,2024-06-28,256
2,2,2024-11-16,95
2,4,2024-09-04,436
4,4,2024-05-29,317
2,6,2024-08-13,379
2,9,2024-09-26,67
5,2,2024-10-28,159
4,7,2024-04-07,312
5,3,2024-06-09,266
3,2,2024-05-22,179
1,10,2024-10-29,128
2,5,2024-10-31,307
2,5,2024-03-13,302
1,6,2024-07-29,288
2,3,2024-02-09,205
2,5,2024-06-25,250
2,4,2024-04-27,481
3,6,2024-11-19,342
5,10,2024-09-01,211
5,6,2024-12-16,294
4,8,2024-07-28,180
2,5,2024-07-23,420
5,10,2024-11-15,224
4,8,2024-10-01,443
4,9,2024-03-05,129
4,6,2024-06-07,322
1,3,2024-01-06,493
4,10,2024-06-16,322
3,2,2024-11-21,469
2,4,2024-12-14,80
1,2,2024-02-17,254
3,4,2024-12-30,324
5,6,2024-02-22,280
2,5,2024-10-29,353
5,2,2024-01-07,262
1,10,2024-08-14,477
2,6,2024-01-31,492
2,4,2024-01-17,58
5,2,2024-08-08,324
3,4,2024-01-09,325
4,9,2024-03-29,379
3,5,2024-04-29,350
2,1,2024-03-19,281
2,1,2024-07-12,198
5,3,2024-10-11,447
4,5,2024-03-09,442
1,4,2024-11-09,357
5,7,2024-03-07,155
3,3,2024-09-25,239
1,1,2024-01-18,405
3,2,2024-04-10,172
1,4,2024-01-14,206
2,5,2024-04-01,435
4,4,2024-05-14,390
1,3,2024-05-13,389
2,1,2024-04-04,376
4,3,2024-10-20,297
4,2,2024-09-01,206
5,6,2024-01-13,166
5,10,2024-02-10,336
3,4,2024-10-12,403
2,4,2024-09-27,159
5,10,2024-12-24,340
5,4,2024-10-20,462
3,3,2024-10-05,283
5,4,2024-11-13,90
2,6,2024-04-12,474
5,4,2024-08-11,398
1,3,2024-01-14,399
3,9,2024-08-20,152
2,2,2024-01-20,254
5,3,2024-08-26,206
3,10,2024-06-11,459
5,5,2024-03-01,443
1,7,2024-02-12,275
1,8,2024-04-29,98
1,4,2024-11-20,202
1,5,2024-03-10,314
4,8,2024-08-27,188
1,10,2024-10-03,372
4,10,2024-01-06,160
4,9,2024-05-27,413
1,6,2024-11-16,240
5,9,2024-08-24,471
5,5,2024-08-22,443
5,6,2024-04-18,274
4,6,2024-10-16,63
5,5,2024-11-06,235
3,4,2024-01-26,284
1,10,2024-03-16,81
5,8,2024-01-20,344
1,10,2024-08-28,462
5,7,2024-11-25,269
5,5,2024-05-05,456
2,10,2024-10-19,473
3,4,2024-09-28,498
2,5,2024-11-30,160
3,6,2024-03-04,424
5,1,2024-03-05,404
1,7,2024-05-30,424
2,1,2024-05-24,485
1,3,2024-04-02,285
5,9,2024-01-15,215
2,5,2024-03-06,58
1,6,2024-04-19,233
1,10,2024-09-09,273
3,2,2024-01-14,174
3,10,2024-04-27,237
5,9,2024-05-26,53
4,6,2024-08-01,149
2,4,2024-08-10,384
2,8,2024-11-18,424
2,7,2024-11-17,479
4,8,2024-04-14,407
4,2,2024-12-06,498
1,4,2024-10-18,358
1,4,2024-04-25,328
2,2,2024-01-02,444
2,2,2024-09-12,423
4,4,2024-09-05,380
3,9,2024-09-05,286
3,6,2024-08-23,87
1,4,2024-12-29,441
2,4,2024-02-13,406
1,7,2024-08-19,190
1,3,2024-10-13,201
3,8,2024-07-12,192
3,1,2024-10-09,272
2,9,2024-10-21,214
4,9,2024-11-06,52
2,1,2024-10-30,314
2,9,2024-08-28,62
2,7,2024-08-15,109
5,5,2024-03-04,269
2,8,2024-11-02,116
3,7,2024-11-02,490
1,1,2024-03-26,448
4,7,2024-08-12,53
3,8,2024-06-07,166
1,7,2024-03-10,301
5,10,2024-11-28,162
3,6,2024-03-16,252
5,1,2024-02-27,318
3,1,2024-10-21,183
5,4,2024-09-29,391
5,7,2024-06-29,422
2,7,2024-04-05,92
1,10,2024-01-23,285
3,9,2024-09-28,246
3,5,2024-10-28,103
5,2,2024-12-10,174
4,10,2024-08-02,124
5,8,2024-03-13,478
3,3,2024-05-30,121
5,3,2024-02-07,125
1,1,2024-08-21,493
4,1,2024-02-27,473
3,5,2024-10-03,373
3,1,2024-03-25,118
3,10,2024-04-20,367
1,5,2024-05-08,439
3,8,2024-09-13,194
3,4,2024-08-06,414
4,10,2024-12-24,234
5,1,2024-05-18,205
2,8,2024-12-25,316
2,9,2024-04-08,208
1,5,2024-01-31,130
5,1,2024-03-21,126
2,1,2024-01-25,396
5,8,2024-02-04,292
2,1,2024-09-21,500
2,4,2024-12-17,424
2,5,2024-07-24,151
3,3,2024-08-21,390
1,10,2024-09-05,426
2,8,2024-06-17,121
1,7,2024-04-26,311
3,3,2024-05-24,59
1,3,2024-09-03,201
3,3,2024-11-28,212
1,6,2024-09-02,104
2,10,2024-05-10,124
5,7,2024-04-14,106
2,5,2024-10-16,360
3,10,2024-08-17,232
3,8,2024-07-09,56
2,8,2024-05-12,442
1,1,2024-12-09,488
5,5,2024-01-05,290
1,9,2024-06-10,419
4,6,2024-10-06,470
1,5,2024-09-19,499
3,6,2024-04-02,126
2,2,2024-03-22,338
4,9,2024-12-28,147
1,10,2024-02-27,394
3,2,2024-05-28,251
4,9,2024-12-01,493
4,7,2024-12-14,173
4,5,2024-03-17,500
3,8,2024-03-10,152
2,7,2024-09-05,405
1,6,2024-02-12,420
3,8,2024-12-30,231
2,3,2024-12-14,214
1,3,2024-06-29,498
1,3,2024-12-20,336
3,1,2024-06-14,200
4,2,2024-10-10,435
2,3,2024-06-12,280
5,2,2024-03-30,389
1,6,2024-07-14,448
3,6,2024-06-18,311
3,1,2024-06-16,218
1,10,2024-12-21,469
3,4,2024-07-29,146
5,6,2024-08-03,333
4,2,2024-03-27,402
3,1,2024-10-17,347
2,3,2024-09-08,181
1,2,2024-06-06,427
5,5,2024-07-15,329
2,2,2024-01-24,242
3,5,2024-02-11,51
3,3,2024-08-24,209
4,7,2024-07-25,133
1,10,2024-01-16,193
3,3,2024-01-12,315
3,8,2024-07-26,308
1,9,2024-09-15,230
3,4,2024-03-07,443
2,9,2024-12-24,322
5,1,2024-08-04,412
4,3,2024-07-11,383
2,6,2024-01-24,179
5,3,2024-09-13,430
2,3,2024-03-30,378
4,5,2024-01-19,254
3,8,2024-07-07,111
2,9,2024-10-13,173
1,1,2024-04-07,54
2,8,2024-12-18,349
2,4,2024-07-13,342
1,2,2024-09-02,327
4,6,2024-10-24,439
2,10,2024-09-09,188
2,5,2024-01-20,165
2,3,2024-08-12,302
3,7,2024-03-04,402
4,7,2024-04-08,71
3,5,2024-01-24,482
1,5,2024-07-28,129
5,6,2024-03-25,363
2,5,2024-10-20,78
5,3,2024-07-08,93
1,10,2024-01-20,56
4,4,2024-05-27,322
5,3,2024-06-15,185
2,2,2024-11-08,84
3,1,2024-11-06,127
4,5,2024-01-15,371
3,9,2024-09-29,92
5,10,2024-10-28,350
1,1,2024-08-30,232
5,5,2024-11-02,154
5,4,2024-04-25,166
3,7,2024-07-22,300
3,9,2024-08-04,260
3,2,2024-06-30,417
3,10,2024-11-09,184
3,3,2024-03-16,413
3,2,2024-03-11,293
1,5,2024-04-08,444
4,1,2024-02-20,261
3,3,2024-01-23,471
1,3,2024-12-19,192
2,9,2024-02-02,362
2,8,2024-10-03,442
5,1,2024-10-05,360
3,3,2024-04-24,219
5,4,2024-10-13,242
5,5,2024-06-09,256
3,10,2024-04-29,460
5,1,2024-08-18,69
3,9,2024-06-30,104
2,3,2024-07-03,119
4,7,2024-08-03,126
1,8,2024-01-21,139
4,2,2024-11-17,474
1,1,2024-10-31,81
3,3,2024-04-13,147
4,6,2024-01-25,149
4,3,2024-07-10,176
4,1,2024-05-25,191
4,6,2024-05-02,319
4,2,2024-07-20,204
2,6,2024-07-01,334
5,8,2024-01-14,209
1,8,2024-07-10,288
1,8,2024-05-12,403
2,6,2024-02-25,95
1,10,2024-10-26,225
2,8,2024-12-07,316
2,10,2024-05-22,249
4,1,2024-01-18,376
1,3,2024-01-30,263
4,6,2024-11-14,65
3,5,2024-12-12,257
2,10,2024-03-22,497
1,10,2024-05-06,222
4,3,2024-03-21,285
1,5,2024-10-11,388
2,8,2024-10-07,277
2,10,2024-09-03,361
5,1,2024-02-03,243
2,7,2024-05-12,58
1,6,2024-10-14,420
4,6,2024-10-31,469
5,9,2024-12-11,307
4,3,2024-08-30,193
1,6,2024-08-17,281
1,3,2024-06-27,86
5,6,2024-02-23,171
5,5,2024-10-07,245
3,9,2024-07-05,146
2,8,2024-01-27,244
5,8,2024-03-18,161
2,3,2024-08-20,405
5,5,2024-05-08,242
2,9,2024-08-06,409
2,2,2024-03-07,296
3,9,2024-01-13,163
1,8,2024-05-05,254
1,10,2024-12-25,154
3,10,2024-06-01,286
5,6,2024-11-11,418
1,8,2024-06-11,248
3,5,2024-12-23,395
5,1,2024-09-27,61
2,7,2024-11-27,245
5,3,2024-09-27,338
4,7,2024-11-12,92
4,2,2024-02-17,390
5,8,2024-03-08,256
1,2,2024-06-20,466
3,1,2024-03-07,181
5,1,2024-09-26,147
5,4,2024-08-06,139
2,2,2024-11-26,369
4,4,2024-03-11,439
1,2,2024-09-17,87
5,10,2024-06-15,165
4,7,2024-09-14,132
3,8,2024-06-10,135
5,5,2024-08-10,203
4,1,2024-12-23,205
1,2,2024-01-16,75
3,8,2024-06-22,452
4,5,2024-07-01,254
3,3,2024-02-09,399
3,9,2024-11-27,179
2,7,2024-09-23,329
3,3,2024-11-25,150
3,10,2024-08-01,124
2,8,2024-03-31,174
4,9,2024-02-24,337
2,6,2024-08-25,225
4,7,2024-09-02,152
3,8,2024-02-02,196
5,6,2024-01-05,124
5,2,2024-04-17,115
3,10,2024-08-01,243
3,1,2024-02-07,55
2,6,2024-12-26,225
2,3,2024-08-24,173
4,2,2024-07-01,206
4,1,2024-09-22,319
2,8,2024-12-05,75
1,7,2024-04-04,233
2,8,2024-09-10,239
1,5,2024-09-10,208
1,3,2024-09-28,206
5,4,2024-05-26,78
5,6,2024-08-20,61
3,8,2024-12-31,93
2,1,2024-06-09,55
4,8,2024-12-17,187
1,5,2024-11-13,462
3,5,2024-02-13,385
3,2,2024-11-27,424
4,5,2024-06-03,360
1,6,2024-02-13,100
2,7,2024-03-10,327
3,2,2024-01-20,421
5,9,2024-10-11,132
1,4,2024-01-01,464
3,2,2024-09-14,277
5,8,2024-06-23,478
3,8,2024-01-31,249
4,9,2024-08-30,460
2,1,2024-06-05,400
4,2,2024-03-14,200
1,3,2024-04-09,303
1,8,2024-03-10,463
1,1,2024-12-01,499
5,5,2024-03-30,196
4,5,2024-05-12,437
2,10,2024-07-28,454
1,10,2024-12-03,482
1,3,2024-11-29,428
1,5,2024-05-30,128
4,5,2024-08-28,406
3,8,2024-01-26,275
5,8,2024-09-04,215
4,2,2024-03-12,430
3,9,2024-01-23,89
2,9,2024-02-17,363
4,8,2024-12-24,68
4,10,2024-04-14,454
4,10,2024-03-27,455
5,4,2024-08-09,312
2,4,2024-10-04,156
5,1,2024-01-25,266
5,4,2024-08-25,330
2,6,2024-06-19,301
1,10,2024-10-28,279
2,4,2024-04-05,135
1,5,2024-06-28,301
2,9,2024-08-22,314
2,4,2024-05-04,492
5,9,2024-04-23,451
1,9,2024-03-05,93
5,3,2024-03-09,308
2,5,2024-11-06,154
2,8,2024-01-17,255
1,7,2024-10-15,330
1,2,2024-02-26,377
1,3,2024-06-13,394
4,6,2024-06-24,112
2,5,2024-08-05,323
3,10,2024-03-02,78
1,7,2024-02-04,143
3,10,2024-12-28,374
3,7,2024-04-06,459
4,5,2024-11-16,235
1,8,2024-03-22,490
5,1,2024-11-04,215
3,5,2024-08-31,392
3,9,2024-07-07,220
2,5,2024-03-18,483
2,6,2024-12-05,398
5,9,2024-04-10,164
5,10,2024-07-03,250
3,4,2024-09-24,331
5,3,2024-08-03,389
2,6,2024-08-06,191
2,1,2024-06-14,64
5,1,2024-02-14,190
5,10,2024-03-26,155
5,6,2024-06-07,408
3,9,2024-04-16,113
1,10,2024-12-09,475
1,5,2024-12-09,141
3,4,2024-07-31,470
4,9,2024-07-02,357
3,7,2024-04-22,245
4,4,2024-08-12,422
2,3,2024-01-27,177
2,1,2024-05-12,487
3,4,2024-04-02,500
5,9,2024-03-11,170
3,1,2024-04-22,256
5,1,2024-09-10,448
2,4,2024-09-28,382
4,8,2024-10-21,444
4,6,2024-12-20,377
3,7,2024-05-04,293
3,8,2024-12-16,391
5,10,2024-07-23,402
1,4,2024-09-13,91
5,4,2024-06-24,286
1,3,2024-04-13,395
5,4,2024-05-01,497
2,9,2024-04-27,172
3,2,2024-01-25,260
5,6,2024-06-26,269
1,8,2024-01-26,112
1,10,2024-03-05,79
3,3,2024-06-12,383
2,2,2024-01-24,103
3,6,2024-01-21,82
4,6,2024-01-26,499
1,1,2024-05-28,497
5,10,2024-08-26,94
3,8,2024-08-02,392
3,2,2024-10-02,356
2,8,2024-10-21,319
3,4,2024-12-23,227
5,2,2024-08-01,62
2,5,2024-03-21,204
1,10,2024-08-25,382
1,10,2024-10-21,279
2,4,2024-05-09,380
1,5,2024-03-09,363
5,4,2024-03-09,381
1,3,2024-08-01,95
5,1,2024-12-30,460
4,4,2024-03-16,76
5,1,2024-06-23,91
4,6,2024-10-06,455
1,7,2024-06-22,494
4,10,2024-01-16,129
5,9,2024-01-05,489
2,7,2024-02-26,158
3,3,2024-05-26,172
4,8,2024-11-13,207
1,6,2024-10-31,500
3,10,2024-11-11,308
2,10,2024-06-14,166
3,2,2024-10-22,378
1,2,2024-06-25,188
1,8,2024-02-09,498
1,10,2024-08-09,424
4,5,2024-08-06,140
3,1,2024-03-09,276
1,4,2024-08-13,153
1,4,2024-07-30,251
2,7,2024-08-08,350
3,9,2024-03-28,338
1,2,2024-02-17,184
1,10,2024-10-30,264
5,9,2024-05-21,470
2,10,2024-01-17,101
4,3,2024-03-09,388
5,10,2024-11-11,224
1,9,2024-07-29,271
1,10,2024-02-02,292
5,3,2024-11-15,109
5,4,2024-03-29,242
3,5,2024-10-26,400
1,5,2024-03-05,97
3,8,2024-03-29,155
3,8,2024-04-07,452
4,9,2024-05-31,456
5,5,2024-06-24,469
4,4,2024-01-26,448
5,1,2024-05-01,128
3,3,2024-03-10,365
3,6,2024-03-16,477
2,2,2024-09-10,409
4,3,2024-03-06,57
4,6,2024-01-29,153
2,1,2024-03-24,403
2,5,2024-03-28,465
3,6,2024-08-28,222
4,3,2024-07-06,171
4,4,2024-11-24,51
4,1,2024-03-09,168
3,4,2024-08-04,473
5,1,2024-12-27,274
1,9,2024-08-10,493
2,3,2024-03-09,85
5,2,2024-03-11,267
1,4,2024-12-08,449
1,1,2024-07-03,194
3,9,2024-01-08,247
2,3,2024-01-10,336
5,6,2024-01-11,151
1,10,2024-12-21,294
4,1,2024-10-08,171
2,6,2024-04-09,197
5,2,2024-08-28,277
1,9,2024-04-20,107
3,4,2024-02-16,230
1,3,2024-10-14,290
4,3,2024-07-03,459
4,6,2024-10-05,462
3,1,2024-08-29,200
5,10,2024-11-23,178
4,8,2024-07-08,294
1,5,2024-07-22,329
2,9,2024-09-01,403
4,7,2024-07-16,340
2,2,2024-03-25,360
3,2,2024-03-17,66
1,10,2024-05-10,282
3,9,2024-04-24,277
5,6,2024-04-09,202
2,10,2024-09-24,217
3,7,2024-12-12,94
4,9,2024-09-15,220
4,2,2024-03-04,460
2,9,2024-04-13,460
2,2,2024-08-22,364
2,6,2024-10-16,380
4,2,2024-09-14,215
4,3,2024-05-29,155
3,1,2024-08-11,100
1,6,2024-08-01,407
5,2,2024-10-27,276
2,7,2024-03-27,465
4,2,2024-11-19,395
3,4,2024-07-31,224
2,7,2024-01-14,377
5,1,2024-11-08,211
4,9,2024-11-13,133
1,8,2024-09-26,204
5,1,2024-07-04,244
2,10,2024-09-28,436
4,6,2024-05-16,320
5,4,2024-12-03,153
5,4,2024-11-06,463
3,1,2024-09-14,120
2,8,2024-07-21,450
5,6,2024-10-13,476
3,2,2024-07-27,106
2,9,2024-08-01,322
4,4,2024-09-17,375
5,9,2024-08-17,190
5,10,2024-12-02,493
4,2,2024-08-04,142
1,4,2024-05-23,400
4,2,2024-06-05,382
3,10,2024-06-29,304
5,10,2024-08-13,237
2,10,2024-01-12,386
1,2,2024-11-20,386
2,5,2024-12-04,120
3,4,2024-09-12,185
4,2,2024-01-07,219
5,5,2024-12-15,104
4,7,2024-02-11,282
1,9,2024-11-27,197
4,6,2024-02-07,369
2,6,2024-01-22,265
1,9,2024-06-13,385
5,10,2024-05-23,455
2,6,2024-09-06,301
1,6,2024-02-02,485
5,7,2024-09-13,293
1,6,2024-03-26,294
1,8,2024-05-03,442
2,2,2024-06-15,266
4,4,2024-11-13,226
4,5,2024-02-23,484
5,6,2024-07-11,437
2,7,2024-04-11,56
4,6,2024-04-11,462
5,6,2024-05-06,416
2,5,2024-07-22,453
2,2,2024-12-31,436
1,6,2024-10-23,153
4,1,2024-03-28,435
5,4,2024-12-09,346
1,6,2024-05-18,479
3,6,2024-11-19,209
2,6,2024-10-15,378
1,10,2024-09-11,454
1,6,2024-10-02,262
1,9,2024-03-13,203
3,9,2024-09-08,212
1,7,2024-04-05,273
5,9,2024-04-20,360
5,9,2024-07-05,374
1,1,2024-07-15,271
3,7,2024-06-27,168
2,7,2024-01-11,462
4,9,2024-06-24,342
2,1,2024-04-17,249
2,1,2024-03-04,310
4,8,2024-04-28,289
1,4,2024-10-13,151
3,8,2024-01-24,219
4,6,2024-08-27,366
4,5,2024-12-26,221
4,7,2024-09-09,189
3,2,2024-12-12,156
3,3,2024-06-24,215
2,3,2024-05-16,251
5,1,2024-11-29,292
4,1,2024-10-25,129
5,6,2024-05-05,466
2,5,2024-03-22,163
5,7,2024-10-18,51
2,5,2024-10-23,468
3,2,2024-07-19,80
2,6,2024-12-14,339
4,5,2024-06-20,432
4,1,2024-04-27,414
1,6,2024-12-17,267
2,10,2024-01-22,497
4,2,2024-06-20,65
5,4,2024-12-20,127
2,2,2024-07-18,106
5,5,2024-06-16,479
2,2,2024-11-10,238
5,7,2024-12-24,222
3,1,2024-03-14,177
5,10,2024-04-03,216
3,8,2024-12-31,456
5,6,2024-03-24,408
1,6,2024-06-17,189
5,9,2024-09-16,97
1,4,2024-02-19,346
1,3,2024-08-23,318
2,1,2024-11-29,121
5,4,2024-07-31,470
2,5,2024-07-23,175
2,7,2024-02-05,212
2,7,2024-09-09,442
1,2,2024-12-28,326
4,2,2024-03-26,388
4,7,2024-03-02,330
5,3,2024-12-28,346
5,5,2024-04-20,448
2,9,2024-07-24,383
5,8,2024-11-28,185
2,3,2024-04-14,114
2,9,2024-10-15,402
3,7,2024-04-02,244
1,1,2024-09-16,411
5,6,2024-02-15,70
3,7,2024-08-11,77
2,10,2024-04-26,484
2,6,2024-01-10,384
2,3,2024-12-04,272
2,3,2024-07-01,449
3,6,2024-11-25,388
1,9,2024-07-04,480
2,7,2024-04-04,154
4,9,2024-05-13,465
2,8,2024-11-23,67
3,8,2024-11-13,211
3,8,2024-03-02,89
4,7,2024-08-22,128
2,9,2024-09-04,323
2,10,2024-06-21,140
1,5,2024-01-21,254
5,4,2024-04-12,133
3,8,2024-07-23,51
4,3,2024-04-24,93
3,7,2024-08-14,154
5,6,2024-12-01,294
5,5,2024-07-15,108
5,6,2024-09-27,432
5,10,2024-05-03,264
5,8,2024-06-17,265
1,3,2024-12-07,52
3,5,2024-01-07,108
4,8,2024-02-20,236
5,8,2024-07-24,302
3,7,2024-04-19,385
2,10,2024-04-13,104
5,9,2024-12-01,70
5,8,2024-07-16,98
1,9,2024-01-14,339
3,4,2024-12-03,411
5,7,2024-03-17,355
5,8,2024-11-29,463
3,4,2024-10-27,50
4,1,2024-12-22,170
4,4,2024-11-30,429
4,8,2024-01-01,472
5,4,2024-04-04,175
2,7,2024-08-17,170
1,5,2024-07-15,99
1,9,2024-08-13,225
4,7,2024-03-14,104
3,2,2024-08-13,88
5,8,2024-11-12,218
2,1,2024-11-12,212
4,6,2024-11-03,178
1,2,2024-11-30,464
5,7,2024-01-01,56
5,1,2024-07-06,389
3,8,2024-09-06,260
2,5,2024-07-09,69
4,6,2024-05-11,180
5,6,2024-07-01,498
5,10,2024-09-29,344
2,7,2024-02-27,432
1,6,2024-01-04,302
1,1,2024-12-02,187
4,3,2024-08-10,156
5,9,2024-09-28,346
5,2,2024-11-28,250
3,6,2024-11-19,78
1,10,2024-05-01,267
3,5,2024-04-09,233
1,10,2024-07-03,490
3,6,2024-10-24,72
2,5,2024-08-25,374
3,4,2024-11-15,105
5,2,2024-12-15,344
3,5,2024-07-23,294
4,2,2024-03-02,198
2,6,2024-01-10,165
5,2,2024-09-11,120
1,3,2024-11-21,182
2,7,2024-07-09,154
3,1,2024-11-23,164
3,2,2024-12-31,286
2,7,2024-01-31,412
4,3,2024-02-10,110
